waveform_index,scheduled_s,completed_s,late_s,points_returned,points_saved
147,73945.820389653,73985.020975802,38.95650917600142,10000,2500
148,73945.82048965301,73985.257952853,39.20049640898651,10000,2500
149,73945.820589653,73985.483599851,39.43737650899857,10000,2500
150,73945.820689653,73985.695676005,39.662924641001155,10000,2500
151,73945.82078965301,73986.018994977,39.87489952999749,10000,2500
152,73945.820889653,73986.235662031,40.19811361799657,10000,2500
153,73945.820989653,73986.494053991,40.41467879099946,10000,2500
154,73945.821089653,73986.803822477,40.672978957998566,10000,2500
155,73945.821189653,73987.12223654,40.98263918500743,10000,2500
156,73945.821289653,73987.415547071,41.300960398002644,10000,2500
157,73945.821389653,73987.641869781,41.59417139799916,10000,2500
158,73945.821489653,73987.94222066,41.820393953006715,10000,2500
159,73945.821589653,73988.145500048,42.12064385600388,10000,2500
160,73945.821689653,73988.505850258,42.323816568998154,10000,2500
161,73945.821789653,73988.785202997,42.6840736209997,10000,2500
162,73945.821889653,73989.061390203,42.963325542994426,10000,2500
163,73945.821989653,73989.348201011,43.23941378098971,10000,2500
164,73945.822089653,73989.58845403,43.52612394900643,10000,2500
165,73945.822189653,73989.823573236,43.7662774509954,10000,2500
166,73945.822289653,73990.032713542,44.00129840899899,10000,2500
167,73945.822389653,73990.417040331,44.21033907700621,10000,2500
168,73945.822489653,73990.685615853,44.59456349200627,10000,2500
169,73945.822589653,73990.920925391,44.863039684991236,10000,2500
170,73945.82268965301,73991.139705867,45.09824182398734,10000,2500
171,73945.822789653,73991.396234417,45.31693028600421,10000,2500
172,73945.822889653,73991.768279224,45.57335790299112,10000,2500
173,73945.82298965301,73992.405395175,45.945302439984516,10000,2500
174,73945.823089653,73992.690885859,46.58232080099697,10000,2500
175,73945.823189653,73992.905499788,46.86770884899306,10000,2500
176,73945.82328965301,73993.15421899,47.08222313199076,10000,2500
177,73945.823389653,73993.401891011,47.33084344600502,10000,2500
178,73945.823489653,73993.651645635,47.57841643699794,10000,2500
179,73945.82358965301,73993.886472675,47.82806902298762,10000,2500
180,73945.823689653,73994.15475866,48.06279674000689,10000,2500
181,73945.823789653,73994.405596548,48.330981584993424,10000,2500
182,73945.82388965301,73994.636858949,48.581723504990805,10000,2500
183,73945.823989653,73994.847178141,48.812882657002774,10000,2500
184,73945.824089653,73995.158943091,49.02310749699245,10000,2500
185,73945.82418965301,73995.385522559,49.33476691998658,10000,2500
186,73945.824289653,73995.629527128,49.56124537299911,10000,2500
187,73945.824389653,73995.940181054,49.80515094198927,10000,2500
188,73945.82448965301,73996.277025265,50.11570467898855,10000,2500
189,73945.824589653,73996.514816858,50.45244999999704,10000,2500
190,73945.824689653,73996.881323739,50.6901402049989,10000,2500
191,73945.82478965301,73997.123979924,51.0565473799943,10000,2500
192,73945.824889653,73997.379235223,51.29910300800111,10000,2500
193,73945.824989653,73997.604598899,51.55425841300166,10000,2500
194,73945.82508965301,73997.814921023,51.77952385498793,10000,2500
195,73945.825189653,73998.046125902,51.98974328300392,10000,2500
196,73945.825289653,73998.268636163,52.22085053200135,10000,2500
