waveform_index,scheduled_s,completed_s,late_s,points_returned,points_saved
63,72549.56363744599,72568.224786564,18.413196909008548,10000,2500
64,72549.56373744599,72568.450548957,18.66106614601449,10000,2500
65,72549.563837446,72568.728927211,18.88672568400216,10000,2500
66,72549.56393744599,72568.938094093,19.16500402901147,10000,2500
67,72549.56403744599,72569.194504106,19.374063436014694,10000,2500
68,72549.564137446,72569.406663741,19.63038015201164,10000,2500
69,72549.56423744599,72569.624192352,19.84244028701505,10000,2500
70,72549.56433744599,72569.916268598,20.05986672900326,10000,2500
71,72549.564437446,72570.196825705,20.351843730008113,10000,2500
72,72549.56453744599,72570.407683589,20.632295878007426,10000,2500
73,72549.56463744599,72570.83123823,20.84305839201261,10000,2500
74,72549.564737446,72571.064344516,21.26651384901197,10000,2500
75,72549.564837446,72571.361810766,21.499515244999202,10000,2500
76,72549.56493744599,72571.626584039,21.796883458009688,10000,2500
77,72549.565037446,72571.859720569,22.061554362007882,10000,2500
78,72549.565137446,72572.252381941,22.294595295999898,10000,2500
79,72549.56523744599,72572.732779946,22.687154478015145,10000,2500
80,72549.565337446,72572.961244731,23.167455406000954,10000,2500
81,72549.565437446,72573.236090878,23.395821237005293,10000,2500
82,72549.56553744599,72573.663683541,23.670565786014777,10000,2500
83,72549.565637446,72573.903028569,24.09805557700747,10000,2500
84,72549.565737446,72574.18600926,24.33729893900454,10000,2500
85,72549.56583744599,72574.48634847,24.62018150901713,10000,2500
86,72549.565937446,72574.736319441,24.920437354012392,10000,2500
87,72549.566037446,72575.147579175,25.170295048999833,10000,2500
88,72549.56613744599,72575.393398005,25.581452425016323,10000,2500
89,72549.566237446,72575.627279906,25.82716714500566,10000,2500
90,72549.566337446,72575.953526813,26.06095423499937,10000,2500
91,72549.56643744599,72576.160875085,26.387098839011742,10000,2500
92,72549.566537446,72576.498357329,26.59434468401014,10000,2500
93,72549.566637446,72576.842000048,26.931725950998953,10000,2500
94,72549.56673744599,72577.03943826,27.27527159701276,10000,2500
95,72549.566837446,72577.249100807,27.472606613009702,10000,2500
96,72549.566937446,72577.569527992,27.682170672997017,10000,2500
97,72549.56703744599,72577.815640433,28.00249660901318,10000,2500
98,72549.56713744599,72578.08798683,28.248508825010504,10000,2500
99,72549.567237446,72578.334243438,28.520755413002917,10000,2500
100,72549.56733744599,72578.574776421,28.766926008014707,10000,2500
101,72549.56743744599,72578.810819365,29.00734474901401,10000,2500
102,72549.567537446,72579.044953906,29.24328781400982,10000,2500
103,72549.56763744599,72579.295694352,29.477322370017646,10000,2500
104,72549.56773744599,72579.587461518,29.727962955003022,10000,2500
105,72549.567837446,72579.868585231,30.019647068998893,10000,2500
106,72549.56793744599,72580.232026253,30.30066103201534,10000,2500
107,72549.56803744599,72580.49765016,30.6640024070075,10000,2500
108,72549.568137446,72580.892790122,30.929527019005036,10000,2500
109,72549.56823744599,72581.102373196,31.32456436501525,10000,2500
110,72549.56833744599,72581.325830714,31.534042153012706,10000,2500
111,72549.568437446,72581.591598515,31.757406661010464,10000,2500
112,72549.56853744599,72581.811086826,32.023074364013155,10000,2500
113,72549.56863744599,72582.188367889,32.242462720008916,10000,2500
114,72549.568737446,72582.459011977,32.61964292899938,10000,2500
115,72549.56883744599,72582.694106731,32.89018116000807,10000,2500
116,72549.56893744599,72582.90519065,33.125182426010724,10000,2500
117,72549.569037446,72583.132663592,33.33616632100893,10000,2500
118,72549.56913744599,72583.345975459,33.56353884501732,10000,2500
119,72549.56923744599,72583.559984369,33.77674460501294,10000,2500
120,72549.569337446,72583.852988914,33.99065918500128,10000,2500
121,72549.569437446,72584.130869671,34.283569898005226,10000,2500
122,72549.56953744599,72584.361596754,34.56134508601099,10000,2500
123,72549.569637446,72584.581857662,34.791999959008535,10000,2500
124,72549.569737446,72584.860505663,35.01212788799603,10000,2500
125,72549.56983744599,72585.137014164,35.2906826390099,10000,2500
126,72549.569937446,72585.390039967,35.56709558100556,10000,2500
127,72549.570037446,72585.665240629,35.820017353995354,10000,2500
128,72549.57013744599,72585.888264573,36.09511472300801,10000,2500
129,72549.570237446,72586.446823181,36.318041204998735,10000,2500
130,72549.570337446,72586.685876718,36.87650982600462,10000,2500
131,72549.57043744599,72586.947525072,37.11545419701724,10000,2500
132,72549.570537446,72587.165413531,37.37700012400455,10000,2500
133,72549.570637446,72587.382231489,37.59479212600854,10000,2500
134,72549.57073744599,72587.720199819,37.81150635900849,10000,2500
135,72549.570837446,72587.932952544,38.149378109010286,10000,2500
136,72549.570937446,72588.251045732,38.36202088500431,10000,2500
137,72549.57103744599,72588.536270265,38.680020469008014,10000,2500
138,72549.571137446,72588.77174237,38.965145613008644,10000,2500
139,72549.571237446,72588.992226415,39.2005165330047,10000,2500
140,72549.57133744599,72589.372621164,39.420901826015324,10000,2500
141,72549.571437446,72589.578387562,39.801196935004555,10000,2500
142,72549.571537446,72589.893842787,40.00685924600111,10000,2500
143,72549.57163744599,72590.380421082,40.32221105101053,10000,2500
144,72549.571737446,72590.598180467,40.808695922009065,10000,2500
145,72549.571837446,72590.806781558,41.02635354400263,10000,2500
146,72549.57193744599,72591.204420695,41.234857427014504,10000,2500
147,72549.57203744599,72591.501965487,41.63239623000845,10000,2500
148,72549.572137446,72591.746193194,41.929840878001414,10000,2500
149,72549.57223744599,72592.070336095,42.173967743015965,10000,2500
150,72549.57233744599,72592.294273577,42.498010882001836,10000,2500
151,72549.572437446,72592.599563685,42.72184824600117,10000,2500
152,72549.57253744599,72592.879788008,43.02703832001134,10000,2500
153,72549.57263744599,72593.106790626,43.307162967001204,10000,2500
154,72549.572737446,72593.491825157,43.53406590400846,10000,2500
155,72549.57283744599,72593.722686608,43.91899361101969,10000,2500
156,72549.57293744599,72593.941049736,44.149762864006334,10000,2500
157,72549.573037446,72594.228642434,44.368024463008624,10000,2500
158,72549.57313744599,72594.539657523,44.65552111501165,10000,2500
159,72549.57323744599,72594.802231737,44.96642558701569,10000,2500
160,72549.573337446,72595.031762596,45.22890654200455,10000,2500
161,72549.57343744599,72595.296038793,45.45833948801737,10000,2500
162,72549.57353744599,72595.777337031,45.72251261000929,10000,2500
163,72549.573637446,72596.26036802,46.20371969100961,10000,2500
164,72549.57373744599,72596.51877645,46.68663749101688,10000,2500
165,72549.57383744599,72596.747368075,46.944946216011886,10000,2500
166,72549.573937446,72596.954779703,47.173440700003994,10000,2500
167,72549.57403744599,72597.15949733,47.38075170101365,10000,2500
168,72549.57413744599,72597.525164178,47.58536714501679,10000,2500
169,72549.574237446,72597.820608645,47.95093965801061,10000,2500
170,72549.574337446,72598.039700514,48.246283949003555,10000,2500
171,72549.57443744599,72598.270772297,48.46526920101314,10000,2500
172,72549.574537446,72598.705970636,48.69624116701016,10000,2500
173,72549.574637446,72599.003489953,49.131339982006466,10000,2500
174,72549.57473744599,72599.418947752,49.4287581420067,10000,2500
175,72549.574837446,72599.737311598,49.84412082401104,10000,2500
176,72549.574937446,72599.957898438,50.16238286200678,10000,2500
177,72549.57503744599,72600.190212357,50.382873966009356,10000,2500
178,72549.575137446,72600.453363162,50.6150890400022,10000,2500
179,72549.575237446,72600.692371891,50.878132515994366,10000,2500
180,72549.57533744599,72600.946871561,51.11704788901261,10000,2500
181,72549.575437446,72601.181887039,51.37143996400118,10000,2500
182,72549.575537446,72601.607529935,51.60636170199723,10000,2500
183,72549.57563744599,72601.871535004,52.03190592600731,10000,2500
184,72549.575737446,72602.112466889,52.295809772011125,10000,2500
185,72549.575837446,72602.419936163,52.53664264299732,10000,2500
186,72549.57593744599,72602.71699885,52.84401082601107,10000,2500
187,72549.576037446,72602.972830019,53.14097855699947,10000,2500
188,72549.576137446,72603.180670128,53.39670610500616,10000,2500
189,72549.57623744599,72603.435287771,53.60444695201295,10000,2500
190,72549.576337446,72603.647734145,53.85896355500154,10000,2500
191,72549.576437446,72603.866534476,54.071302480995655,10000,2500
192,72549.57653744599,72604.219044699,54.290002600013395,10000,2500
193,72549.57663744599,72604.440627976,54.64241631800542,10000,2500
194,72549.576737446,72604.716107621,54.86390339300851,10000,2500
195,72549.57683744599,72605.146766877,55.13927632200648,10000,2500
196,72549.57693744599,72605.400931449,55.56983566800773,10000,2500
197,72549.577037446,72605.68131018,55.82389998000872,10000,2500
198,72549.57713744599,72605.892674968,56.104186439013574,10000,2500
199,72549.57723744599,72606.318568424,56.315451261005364,10000,2500
200,72549.577337446,72606.6284167,56.74126627900114,10000,2500
201,72549.57743744599,72607.061070276,57.05099283900927,10000,2500
202,72549.57753744599,72607.42239751,57.48354610000388,10000,2500
203,72549.577637446,72607.661597281,57.844773243006784,10000,2500
204,72549.57773744599,72607.868238299,58.0838731630065,10000,2500
205,72549.57783744599,72608.292780362,58.29041508400405,10000,2500
206,72549.577937446,72608.507415049,58.71485064300941,10000,2500
207,72549.57803744599,72608.717470793,58.92939100701187,10000,2500
208,72549.57813744599,72609.031203896,59.139360520013724,10000,2500
209,72549.578237446,72609.430178231,59.45297791500343,10000,2500
210,72549.57833744599,72609.719668055,59.85185606002051,10000,2500
211,72549.57843744599,72609.992131085,60.141237184012425,10000,2500
212,72549.578537446,72610.33818951,60.41360633500153,10000,2500
213,72549.57863744599,72610.626843372,60.75956546301313,10000,2500
214,72549.57873744599,72610.942693907,61.0481196220062,10000,2500
215,72549.578837446,72611.166215519,61.36386936499912,10000,2500
216,72549.57893744599,72611.48458549,61.58728684800735,10000,2500
217,72549.57903744599,72611.886066382,61.90556139200635,10000,2500
218,72549.579137446,72612.244062688,62.30694293099805,10000,2500
219,72549.579237446,72612.590648908,62.66483832799713,10000,2500
220,72549.57933744599,72612.930823435,63.011324904015055,10000,2500
221,72549.579437446,72613.304968327,63.35139912601153,10000,2500
222,72549.579537446,72613.58315054,63.725443197996356,10000,2500
223,72549.57963744599,72613.857678393,64.00352389800537,10000,2500
224,72549.579737446,72614.201347179,64.27795551200688,10000,2500
225,72549.579837446,72614.416366364,64.62151576200267,10000,2500
226,72549.57993744599,72614.635114633,64.83643771700736,10000,2500
227,72549.580037446,72614.922322535,65.05509062600322,10000,2500
228,72549.580137446,72615.303556685,65.34219870400557,10000,2500
229,72549.58023744599,72615.57598514,65.72333215501567,10000,2500
230,72549.580337446,72615.924845513,65.99565626399999,10000,2500
231,72549.580437446,72616.190967975,66.3444142590015,10000,2500
232,72549.58053744599,72616.412149069,66.61043645000609,10000,2500
233,72549.580637446,72616.648721108,66.8315233720059,10000,2500
234,72549.580737446,72616.874317108,67.06799770300859,10000,2500
235,72549.58083744599,72617.119915004,67.29349688801449,10000,2500
236,72549.580937446,72617.377359355,67.53899097100657,10000,2500
237,72549.581037446,72617.637952438,67.79633455800649,10000,2500
238,72549.58113744599,72617.927530458,68.05683228700946,10000,2500
239,72549.581237446,72618.269980639,68.34630562001257,10000,2500
240,72549.581337446,72618.563322334,68.6886559100094,10000,2500
241,72549.58143744599,72619.011556783,68.98189905400795,10000,2500
242,72549.58153744599,72619.234169761,69.43002504600736,10000,2500
243,72549.581637446,72619.558863553,69.65254615999584,10000,2500
244,72549.58173744599,72619.806851227,69.97713859300711,10000,2500
245,72549.58183744599,72620.243985303,70.22501983400434,10000,2500
246,72549.581937446,72620.485970894,70.66206606400374,10000,2500
247,72549.58203744599,72620.756708425,70.90394828500575,10000,2500
248,72549.58213744599,72621.185814244,71.17457682601525,10000,2500
249,72549.582237446,72621.428875161,71.60359359699942,10000,2500
250,72549.58233744599,72621.713166662,71.84655033801391,10000,2500
251,72549.58243744599,72621.919711549,72.13074221300485,10000,2500
252,72549.582537446,72622.140259589,72.337187327008,10000,2500
253,72549.58263744599,72622.425020304,72.55763579001359,10000,2500
254,72549.58273744599,72622.714888728,72.8422971220134,10000,2500
255,72549.582837446,72623.043878363,73.13206419099879,10000,2500
256,72549.58293744599,72623.290077253,73.46095376201265,10000,2500
257,72549.58303744599,72623.571898858,73.70705301000271,10000,2500
258,72549.583137446,72623.773846843,73.9887742830033,10000,2500
259,72549.58323744599,72623.979740488,74.19061612301448,10000,2500
260,72549.58333744599,72624.186971847,74.39640910700837,10000,2500
261,72549.583437446,72624.398358627,74.60354857500351,10000,2500
262,72549.58353744599,72624.707378382,74.81482720201893,10000,2500
263,72549.58363744599,72624.932445757,75.12374673801241,10000,2500
264,72549.583737446,72625.292105966,75.34871436600224,10000,2500
265,72549.583837446,72625.62062336,75.70827410199854,10000,2500
266,72549.58393744599,72625.869347607,76.03669954300858,10000,2500
267,72549.584037446,72626.110496858,76.28531626499898,10000,2500
268,72549.584137446,72626.603877534,76.52637175600103,10000,2500
269,72549.58423744599,72626.82692504,77.01964610400319,10000,2500
270,72549.584337446,72627.041478924,77.24259416801215,10000,2500
271,72549.584437446,72627.261575294,77.4570473950007,10000,2500
272,72549.58453744599,72627.566256724,77.67704421901726,10000,2500
273,72549.584637446,72627.960162243,77.98162547800166,10000,2500
274,72549.584737446,72628.952394832,78.37543758400716,10000,2500
275,72549.58483744599,72629.212041461,79.36756994800817,10000,2500
276,72549.584937446,72629.586458582,79.627109552006,10000,2500
277,72549.585037446,72629.88483587,80.0014355059975,10000,2500
278,72549.58513744599,72630.156621401,80.29971169000783,10000,2500
279,72549.585237446,72630.395265915,80.57138978700095,10000,2500
280,72549.585337446,72630.656237623,80.8099417140038,10000,2500
281,72549.58543744599,72630.905555068,81.0708058050077,10000,2500
282,72549.585537446,72631.204274324,81.32003019600234,10000,2500
283,72549.585637446,72631.682416505,81.61864966200665,10000,2500
284,72549.58573744599,72632.051412744,82.0966953280149,10000,2500
285,72549.585837446,72632.422549755,82.4655881409999,10000,2500
286,72549.585937446,72632.694803029,82.83661776600638,10000,2500
287,72549.58603744599,72632.928581673,83.10877163101395,10000,2500
288,72549.586137446,72633.160564128,83.34245054000348,10000,2500
289,72549.586237446,72633.375864876,83.57434004700917,10000,2500
290,72549.58633744599,72633.717321998,83.78954193800746,10000,2500
291,72549.58643744599,72633.929345696,84.1308973020059,10000,2500
292,72549.586537446,72634.166971717,84.342814343996,10000,2500
293,72549.58663744599,72634.578770058,84.58033986401279,10000,2500
294,72549.58673744599,72634.890530068,84.99204580800142,10000,2500
295,72549.586837446,72635.121811286,85.30369840400817,10000,2500
296,72549.58693744599,72635.378273684,85.5348868540168,10000,2500
297,72549.58703744599,72635.596681275,85.79124285600847,10000,2500
298,72549.587137446,72635.824585362,86.00955748600245,10000,2500
299,72549.58723744599,72636.153537477,86.23735419701552,10000,2500
300,72549.58733744599,72636.470829265,86.56623342201055,10000,2500
301,72549.587437446,72636.789760683,86.88339771400206,10000,2500
302,72549.58753744599,72637.172159295,87.2022291670146,10000,2500
303,72549.58763744599,72637.448436499,87.58453848201316,10000,2500
304,72549.587737446,72637.828173949,87.86071359700873,10000,2500
305,72549.58783744599,72638.090754638,88.24034303500957,10000,2500
306,72549.58793744599,72638.356880058,88.50282343001163,10000,2500
307,72549.588037446,72638.681999099,88.7688493020105,10000,2500
308,72549.58813744599,72638.925028477,89.09386992800864,10000,2500
309,72549.58823744599,72639.377862215,89.33679730100266,10000,2500
310,72549.588337446,72639.582903465,89.78953034699953,10000,2500
311,72549.58843744599,72639.835869387,89.99447201701696,10000,2500
312,72549.58853744599,72640.132477105,90.24733804700372,10000,2500
313,72549.588637446,72640.383398838,90.54385305399774,10000,2500
314,72549.588737446,72640.828955327,90.79467285399733,10000,2500
315,72549.58883744599,72641.037643112,91.24013388500316,10000,2500
316,72549.588937446,72641.264547107,91.44871170600527,10000,2500
317,72549.589037446,72641.66237651,91.675522207006,10000,2500
318,72549.58913744599,72642.059560112,92.0732448510098,10000,2500
319,72549.589237446,72642.29246628,92.47033668200311,10000,2500
320,72549.589337446,72642.534444152,92.70313486100349,10000,2500
321,72549.58943744599,72642.764241943,92.94501275500807,10000,2500
322,72549.589537446,72643.011725722,93.17471759600448,10000,2500
323,72549.589637446,72643.226835218,93.42210666699975,10000,2500
324,72549.58973744599,72643.468065563,93.63710351100599,10000,2500
325,72549.589837446,72643.758011165,93.87823400000343,10000,2500
326,72549.589937446,72643.963908207,94.16808714999934,10000,2500
327,72549.59003744599,72644.187070017,94.37388337700395,10000,2500
328,72549.590137446,72644.400083932,94.59694656899956,10000,2500
329,72549.590237446,72644.619945564,94.80985967599554,10000,2500
330,72549.59033744599,72645.040100317,95.0296139770071,10000,2500
331,72549.590437446,72645.289396564,95.44966936101264,10000,2500
332,72549.590537446,72645.553776677,95.69886496399704,10000,2500
333,72549.59063744599,72645.825694736,95.963145154019,10000,2500
334,72549.590737446,72646.062015504,96.23496298700047,10000,2500
335,72549.590837446,72646.44887925,96.47118404900539,10000,2500
336,72549.59093744599,72646.855150691,96.85794819501461,10000,2500
337,72549.59103744599,72647.134324929,97.26412001800782,10000,2500
338,72549.591137446,72647.375343256,97.54319323500386,10000,2500
339,72549.59123744599,72647.611659493,97.78411180101102,10000,2500
340,72549.59133744599,72648.029676474,98.02033508500608,10000,2500
341,72549.591437446,72648.267190241,98.43825252499664,10000,2500
342,72549.59153744599,72648.677079817,98.67566532001365,10000,2500
343,72549.59163744599,72648.884636465,99.08545708701422,10000,2500
344,72549.591737446,72649.133921537,99.29290516000765,10000,2500
345,72549.59183744599,72649.347394839,99.54208971701155,10000,2500
346,72549.59193744599,72649.731533448,99.75547152101353,10000,2500
347,72549.592037446,72650.057114817,100.13950165000279,10000,2500
348,72549.59213744599,72650.320490603,100.46498336801596,10000,2500
349,72549.59223744599,72650.569335368,100.72826636700484,10000,2500
350,72549.592337446,72650.782465409,100.97701188499923,10000,2500
351,72549.59243744599,72650.991243365,101.19004111101094,10000,2500
352,72549.59253744599,72651.282536223,101.39871175700682,10000,2500
353,72549.592637446,72651.583360358,101.68991128900961,10000,2500
354,72549.59273744599,72651.807564305,101.99062924001191,10000,2500
355,72549.59283744599,72652.086789922,102.21474147400295,10000,2500
356,72549.592937446,72652.73191981,102.49385915900348,10000,2500
357,72549.59303744599,72652.95657454,103.13888814901293,10000,2500
358,72549.59313744599,72653.194746401,103.36344316700706,10000,2500
359,72549.593237446,72653.474594156,103.60151467200194,10000,2500
360,72549.59333744599,72653.714733307,103.88126266901963,10000,2500
361,72549.59343744599,72653.969955041,104.1213020030118,10000,2500
362,72549.593537446,72654.346733985,104.37643355200998,10000,2500
363,72549.593637446,72654.646476592,104.75310323899612,10000,2500
364,72549.59373744599,72654.851356784,105.05275387900474,10000,2500
365,72549.593837446,72655.165356871,105.25752570699842,10000,2500
366,72549.593937446,72655.373477426,105.57142544200178,10000,2500
367,72549.59403744599,72655.648706488,105.77944578100869,10000,2500
368,72549.594137446,72655.901091646,106.05458178200934,10000,2500
369,72549.594237446,72656.162659573,106.30688816300244,10000,2500
370,72549.59433744599,72656.46846718,106.56832807500905,10000,2500
371,72549.594437446,72656.797232427,106.87403593900672,10000,2500
372,72549.594537446,72657.123368616,107.20270080100454,10000,2500
373,72549.59463744599,72657.350007666,107.52874176501064,10000,2500
374,72549.594737446,72657.581379127,107.75527645400143,10000,2500
375,72549.594837446,72657.80894717,107.98654722400534,10000,2500
376,72549.59493744599,72658.148532571,108.21401582601538,10000,2500
377,72549.595037446,72658.36757643,108.55350087801344,10000,2500
378,72549.595137446,72658.731634603,108.77244499999506,10000,2500
379,72549.59523744599,72659.000350147,109.13641033601016,10000,2500
380,72549.595337446,72659.229300594,109.40501889200823,10000,2500
381,72549.595437446,72659.465658395,109.63386955599708,10000,2500
382,72549.59553744599,72659.682204493,109.87012692700955,10000,2500
383,72549.595637446,72660.130141165,110.08657388400752,10000,2500
384,72549.595737446,72660.364976258,110.5344100259972,10000,2500
385,72549.59583744599,72660.591184214,110.76914713100996,10000,2500
386,72549.59593744599,72660.832531381,110.99525407601323,10000,2500
387,72549.596037446,72661.489241583,111.23650238200207,10000,2500
388,72549.59613744599,72661.797413946,111.89311005501077,10000,2500
389,72549.59623744599,72662.061803281,112.20118233301037,10000,2500
390,72549.596337446,72662.341036466,112.46547196000756,10000,2500
391,72549.59643744599,72662.565425282,112.74460910500784,10000,2500
392,72549.59653744599,72662.798750686,112.96889427900896,10000,2500
393,72549.596637446,72663.018116413,113.20212664399878,10000,2500
394,72549.59673744599,72663.290937777,113.42139377401327,10000,2500
395,72549.59683744599,72663.506486519,113.69410719600273,10000,2500
396,72549.596937446,72663.761117385,113.9095556300017,10000,2500
397,72549.59703744599,72664.081948333,114.16408549401967,10000,2500
398,72549.59713744599,72664.29430554,114.4848199810076,10000,2500
399,72549.597237446,72664.502290689,114.69707384900539,10000,2500
400,72549.59733744599,72664.881123171,114.90498530701734,10000,2500
401,72549.59743744599,72665.15986001,115.28369988000486,10000,2500
402,72549.597537446,72665.370135155,115.56233805000375,10000,2500
403,72549.59763744599,72665.669234831,115.77251130100922,10000,2500
404,72549.59773744599,72666.076956331,116.07151082501514,10000,2500
405,72549.597837446,72666.298540191,116.47913191199768,10000,2500
406,72549.59793744599,72666.528326368,116.70060876802017,10000,2500
407,72549.59803744599,72666.770160604,116.93029484100407,10000,2500
408,72549.598137446,72667.062890241,117.17202970200742,10000,2500
409,72549.598237446,72667.362905675,117.46466906000569,10000,2500
410,72549.59833744599,72667.577084625,117.76457412700984,10000,2500
411,72549.598437446,72667.842128463,117.97865305301093,10000,2500
412,72549.598537446,72668.058487734,118.24360072500713,10000,2500
413,72549.59863744599,72668.296804812,118.45985614300298,10000,2500
414,72549.598737446,72668.806767176,118.69808063399978,10000,2500
415,72549.598837446,72669.296190417,119.20793595899886,10000,2500
416,72549.59893744599,72669.706824447,119.69725900000776,10000,2500
417,72549.599037446,72670.045538685,120.1077924650017,10000,2500
418,72549.599137446,72670.46278122,120.44640705200436,10000,2500
419,72549.59923744599,72670.714086941,120.86355951100995,10000,2500
420,72549.599337446,72670.94370111,121.11476257600589,10000,2500
421,72549.599437446,72671.211655479,121.34427633900486,10000,2500
422,72549.59953744599,72671.42931753,121.61212424501718,10000,2500
423,72549.599637446,72671.655615815,121.82968585001072,10000,2500
424,72549.599737446,72671.939408365,122.05588440899737,10000,2500
425,72549.59983744599,72672.325093527,122.33957775300951,10000,2500
426,72549.599937446,72672.673475193,122.72517024700937,10000,2500
427,72549.600037446,72672.998097248,123.07345094600169,10000,2500
428,72549.60013744599,72673.348246505,123.39797153000836,10000,2500
429,72549.600237446,72673.724348335,123.74802174700017,10000,2500
430,72549.600337446,72674.077426699,124.12401729400153,10000,2500
431,72549.60043744599,72674.426712284,124.47700092401647,10000,2500
432,72549.600537446,72674.649537101,124.8261810940021,10000,2500
433,72549.600637446,72674.867504663,125.04890560000786,10000,2500
434,72549.60073744599,72675.335790167,125.26677315401321,10000,2500
435,72549.60083744599,72675.546595829,125.73496911500115,10000,2500
436,72549.600937446,72675.779003504,125.94566458500049,10000,2500
437,72549.60103744599,72676.062142748,126.17797190601414,10000,2500
438,72549.60113744599,72676.289762184,126.46101697901031,10000,2500
439,72549.601237446,72676.495508586,126.68853055800719,10000,2500
440,72549.60133744599,72676.778350975,126.89417671500996,10000,2500
441,72549.60143744599,72676.985134827,127.17691903001105,10000,2500
442,72549.601537446,72677.570018222,127.38361100200564,10000,2500
443,72549.60163744599,72677.784128878,127.96838683501119,10000,2500
444,72549.60173744599,72678.043585364,128.18239729301422,10000,2500
445,72549.601837446,72678.296584879,128.44176095000876,10000,2500
446,72549.60193744599,72678.538647675,128.69466355702025,10000,2500
447,72549.60203744599,72679.007732851,128.93661620101193,10000,2500
448,72549.602137446,72679.670282876,129.40561228500155,10000,2500
449,72549.60223744599,72679.882805192,130.06805162201636,10000,2500
450,72549.60233744599,72680.100861745,130.28047417600465,10000,2500
451,72549.602437446,72680.339473513,130.49843754799804,10000,2500
452,72549.60253744599,72680.655572896,130.73695112401037,10000,2500
453,72549.60263744599,72680.881674597,131.05294167800457,10000,2500
454,72549.602737446,72681.10157017,131.27894382699742,10000,2500
455,72549.60283744599,72681.381734659,131.49873849500727,10000,2500
