sample_index,time_s,voltage_v,raw_digitizing_level
4723,-1.1079999999999985e-07,-0.00044,11520
4724,-1.1039999999999982e-07,-0.0005200000000000001,11264
4725,-1.099999999999998e-07,-0.00044,11520
4726,-1.0959999999999976e-07,-0.00044,11520
4727,-1.0919999999999995e-07,-0.00068,10752
4728,-1.0879999999999992e-07,-0.00076,10496
4729,-1.0839999999999989e-07,-0.00068,10752
4730,-1.0799999999999986e-07,-0.0005200000000000001,11264
4731,-1.0759999999999983e-07,-0.00036,11776
4732,-1.071999999999998e-07,-0.00044,11520
4733,-1.0679999999999977e-07,-0.00068,10752
4734,-1.0639999999999974e-07,-0.00068,10752
4735,-1.0599999999999992e-07,-0.00076,10496
4736,-1.0559999999999989e-07,-0.00084,10240
4737,-1.0519999999999986e-07,-0.00084,10240
4738,-1.0479999999999983e-07,-0.00108,9472
4739,-1.043999999999998e-07,-0.00108,9472
4740,-1.0399999999999977e-07,-0.00076,10496
4741,-1.0359999999999974e-07,-0.00036,11776
4742,-1.0319999999999992e-07,-0.00028000000000000003,12032
4743,-1.0279999999999989e-07,-0.00044,11520
4744,-1.0239999999999986e-07,-0.00068,10752
4745,-1.0199999999999983e-07,-0.00068,10752
4746,-1.015999999999998e-07,-0.0005200000000000001,11264
4747,-1.0119999999999977e-07,-0.0006000000000000001,11008
4748,-1.0079999999999974e-07,-0.00068,10752
4749,-1.0039999999999992e-07,-0.00092,9984
4750,-9.999999999999989e-08,-0.00076,10496
4751,-9.959999999999986e-08,-0.00068,10752
4752,-9.919999999999983e-08,-0.0006000000000000001,11008
4753,-9.87999999999998e-08,-0.00044,11520
4754,-9.839999999999977e-08,-0.00044,11520
4755,-9.799999999999974e-08,-0.0006000000000000001,11008
4756,-9.759999999999992e-08,-0.0006000000000000001,11008
4757,-9.719999999999989e-08,-0.0005200000000000001,11264
4758,-9.679999999999986e-08,-0.00036,11776
4759,-9.639999999999983e-08,-0.00012000000000000002,12544
4760,-9.59999999999998e-08,-0.00036,11776
4761,-9.559999999999977e-08,-0.0006000000000000001,11008
4762,-9.519999999999974e-08,-0.00092,9984
4763,-9.479999999999992e-08,-0.00124,8960
4764,-9.439999999999989e-08,-0.001,9728
4765,-9.399999999999986e-08,-0.0005200000000000001,11264
4766,-9.359999999999983e-08,-0.00036,11776
4767,-9.31999999999998e-08,-0.00028000000000000003,12032
4768,-9.279999999999977e-08,-0.00044,11520
4769,-9.239999999999974e-08,-0.00076,10496
4770,-9.199999999999971e-08,-0.00068,10752
4771,-9.159999999999968e-08,-0.00076,10496
4772,-9.119999999999965e-08,-0.00068,10752
4773,-9.080000000000005e-08,-0.00076,10496
4774,-9.040000000000002e-08,-0.00068,10752
4775,-8.999999999999999e-08,-0.001,9728
4776,-8.959999999999996e-08,-0.00092,9984
4777,-8.919999999999993e-08,-0.00108,9472
